"filename", "language", "Dart", "C++", "JavaScript", "JSON with Comments", "JSON", "YAML", "TypeScript", "Properties", "Groovy", "XML", "Swift", "Java", "HTML", "Markdown", "comment", "blank", "total"
"/home/manman/Github/tichu_flutter/functions/tsconfig.json", "JSON with Comments", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/home/manman/Github/tichu_flutter/ios/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"/home/manman/Github/tichu_flutter/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"/home/manman/Github/tichu_flutter/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json", "JSON", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/home/manman/Github/tichu_flutter/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 5
"/home/manman/Github/tichu_flutter/ios/Runner/Base.lproj/LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 1, 38
"/home/manman/Github/tichu_flutter/ios/Runner/Base.lproj/Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 1, 27
"/home/manman/Github/tichu_flutter/ios/Runner/Runner-Bridging-Header.h", "C++", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/manman/Github/tichu_flutter/ios/firebase_app_id_file.json", "JSON", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"/home/manman/Github/tichu_flutter/lib/firebase_options.dart", "Dart", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 70
"/home/manman/Github/tichu_flutter/lib/main.dart", "Dart", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 42
"/home/manman/Github/tichu_flutter/lib/models/service_response.dart", "Dart", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/manman/Github/tichu_flutter/lib/models/tichu_game.dart", "Dart", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 76
"/home/manman/Github/tichu_flutter/lib/models/tichu_table.dart", "Dart", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 58
"/home/manman/Github/tichu_flutter/lib/models/tichu_user.dart", "Dart", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/home/manman/Github/tichu_flutter/lib/screens/confirm_email/confirm_email_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/manman/Github/tichu_flutter/lib/screens/home/home_screen.dart", "Dart", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 136
"/home/manman/Github/tichu_flutter/lib/screens/login/login_form.dart", "Dart", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 99
"/home/manman/Github/tichu_flutter/lib/screens/login/login_screen.dart", "Dart", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 87
"/home/manman/Github/tichu_flutter/lib/screens/new_table/new_table_form.dart", "Dart", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 151
"/home/manman/Github/tichu_flutter/lib/screens/new_table/new_table_screen.dart", "Dart", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 71
"/home/manman/Github/tichu_flutter/lib/screens/signup/signup_form.dart", "Dart", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 130
"/home/manman/Github/tichu_flutter/lib/screens/signup/signup_screen.dart", "Dart", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 74
"/home/manman/Github/tichu_flutter/lib/screens/splashscreen/splashscreen.dart", "Dart", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"/home/manman/Github/tichu_flutter/lib/screens/tichu_table/tichu_table_screen.dart", "Dart", 607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 631
"/home/manman/Github/tichu_flutter/lib/services/auth.dart", "Dart", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 95
"/home/manman/Github/tichu_flutter/lib/services/firestore.dart", "Dart", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 244
"/home/manman/Github/tichu_flutter/lib/services/functions.dart", "Dart", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/home/manman/Github/tichu_flutter/lib/services/providers.dart", "Dart", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"/home/manman/Github/tichu_flutter/lib/utils/extensions.dart", "Dart", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/manman/Github/tichu_flutter/lib/utils/show_platform_alert_dialog.dart", "Dart", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 62
"/home/manman/Github/tichu_flutter/lib/widgets/loading_overlay.dart", "Dart", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 45
"/home/manman/Github/tichu_flutter/lib/widgets/my_back_button.dart", "Dart", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/home/manman/Github/tichu_flutter/lib/widgets/my_checkbox.dart", "Dart", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43
"/home/manman/Github/tichu_flutter/lib/widgets/my_list_tile.dart", "Dart", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 94
"/home/manman/Github/tichu_flutter/lib/widgets/my_primary_button.dart", "Dart", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 45
"/home/manman/Github/tichu_flutter/lib/widgets/my_textfield.dart", "Dart", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 113
"/home/manman/Github/tichu_flutter/lib/widgets/player_banner.dart", "Dart", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 87
"/home/manman/Github/tichu_flutter/lib/widgets/tichu_card_widget.dart", "Dart", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/home/manman/Github/tichu_flutter/lib/widgets/tichu_table_menu.dart", "Dart", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 94
"/home/manman/Github/tichu_flutter/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 12
"/home/manman/Github/tichu_flutter/linux/flutter/generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/home/manman/Github/tichu_flutter/linux/main.cc", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/manman/Github/tichu_flutter/linux/my_application.cc", "C++", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"/home/manman/Github/tichu_flutter/linux/my_application.h", "C++", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"/home/manman/Github/tichu_flutter/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 4, 21
"/home/manman/Github/tichu_flutter/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"/home/manman/Github/tichu_flutter/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"/home/manman/Github/tichu_flutter/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 1, 344
"/home/manman/Github/tichu_flutter/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"/home/manman/Github/tichu_flutter/pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 57, 15, 103
"/home/manman/Github/tichu_flutter/test/widget_test.dart", "Dart", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"/home/manman/Github/tichu_flutter/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 16, 6, 60
"/home/manman/Github/tichu_flutter/web/manifest.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/home/manman/Github/tichu_flutter/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 12
"/home/manman/Github/tichu_flutter/windows/flutter/generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/home/manman/Github/tichu_flutter/windows/runner/flutter_window.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 67
"/home/manman/Github/tichu_flutter/windows/runner/flutter_window.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/home/manman/Github/tichu_flutter/windows/runner/main.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"/home/manman/Github/tichu_flutter/windows/runner/resource.h", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/home/manman/Github/tichu_flutter/windows/runner/utils.cpp", "C++", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 65
"/home/manman/Github/tichu_flutter/windows/runner/utils.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/home/manman/Github/tichu_flutter/windows/runner/win32_window.cpp", "C++", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"/home/manman/Github/tichu_flutter/windows/runner/win32_window.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 2563, 529, 32, 15, 8270, 34, 55, 8, 91, 466, 46, 13, 38, 13, 362, 465, 13000
